mu_mean,mu_sd,mu_q5,mu_q95,mu_rhat,mu_ess_bulk,mu_ess_tail,string_id,string
2.481623205277778,0.15560285486436695,2.2290289999999997,2.7410805000000003,1.0002635518224718,25127.523874651346,23353.563502639245,1,ribnjak
2.9662305822222224,0.18485518598727063,2.6561785,3.2649904999999997,1.0002369589902724,31230.258388123886,26112.772523431573,2,dostupnost
2.690481426111111,0.18237811148495958,2.388777,2.9862809999999995,1.0004817281894494,34359.10691282603,24412.945915055363,3,deformacija
2.2837065172222224,0.18687981832360023,1.9784085,2.5923809999999996,1.0002232210956659,36343.815425317895,26579.548788669163,4,antioksidans
3.1937372741666668,0.20084194839804662,2.85374,3.5138705,1.0004640156699296,23674.028178897413,24267.120570608382,5,zapis
2.9493387375,0.20247074541955917,2.6055275,3.2745705000000003,1.0002158961463679,30207.90140727343,25792.162017294275,6,kvadrat
2.128848860833333,0.1829366864476942,1.833547,2.4342534999999996,1.0002136224962255,33077.36849982454,24899.669620648325,7,presedan
2.2190037880555558,0.1598828375423064,1.9643195000000002,2.4875610000000004,1.000243833201669,26698.947209432394,24971.62700977936,8,zapremnina
2.6516512669444445,0.16258004482444688,2.3834679999999997,2.919301,1.000164443458509,31697.261269579525,27197.11660569204,9,prerada
2.3535295647222223,0.15245773740934596,2.106499,2.6095110000000004,1.0003490674045321,25320.676524731818,25109.003680561356,10,general
3.0774488175,0.19823882640094426,2.7452294999999998,3.396385,1.0002008105083933,29028.05701367012,26598.288451365424,11,vlas
2.3709451683333334,0.17479763489910477,2.089369,2.65829,1.0001397716394949,35570.74010010878,25828.778001244627,12,pristojba
3.102242550833333,0.19880119006236321,2.7643955,3.4177134999999996,1.0003993922539067,29166.270910595365,25391.336917634337,13,osnova
2.7572550908333335,0.19546978811330468,2.4302760000000005,3.0758914999999996,1.0001032765607392,36331.480158990125,25468.580269367325,14,porta
2.856001231111111,0.1595665506104925,2.592859,3.1170004999999996,1.0002363586459924,25961.130620485907,25348.15165240766,15,ekstrem
2.7215000502777777,0.19333594397158657,2.3994685000000002,3.035472,1.0002335514370986,37236.430588321746,26295.972811786494,16,domoljublje
2.0711221158333335,0.18695078471237658,1.768865,2.3842405,1.0002243787703056,32079.1268331287,25978.441752618437,17,pandemija
2.0248782419444447,0.1597610862720678,1.7724985,2.298727499999999,1.0003907413057864,21466.05634088208,23326.863703348747,18,glavnica
3.0660447222222222,0.1921214667668185,2.744349,3.374821,1.0002164858385567,30762.578210307634,26803.381903029564,19,odijelo
2.8131872705555554,0.1918103353069073,2.4902879999999996,3.122981,1.0002389371387699,34535.92394373191,25830.25316233832,20,alkoholizam
2.2817945544444442,0.18613118756323732,1.977678,2.5895015,1.0002742745416573,38348.25309928156,26635.583391676053,21,pakt
2.943129723333333,0.19065467214420062,2.624209,3.25078,1.000124722464925,31913.740588231587,26381.815806550276,22,letenje
2.5419023083333334,0.19254739699819282,2.2222180000000002,2.8555205,1.0003912045396786,37604.17024089151,24420.432268195862,23,bronca
3.107977168888889,0.20569369953847524,2.7624090000000003,3.4397715,1.0001425448867398,29972.69697999016,25542.70585159907,24,dokaz
2.3378097211111113,0.18659350845883613,2.032157,2.646571,1.0002156482665168,36893.703579356574,25624.420915465005,25,stereo
2.901232775,0.21994044926499742,2.5285795,3.2525209999999998,1.0000601276551366,35436.14144423859,27004.27250190307,26,kockica
3.0153352675,0.19104309933792343,2.6933385,3.3209204999999997,1.0001984225654563,31522.329396469257,26399.24550656903,27,odraz
2.9767775183333334,0.20960293111520145,2.6219595,3.309778999999999,1.0003283320010008,32591.606957702865,24332.331969048853,28,mikser
2.8426772905555557,0.16405617668332637,2.569948,3.10994,1.0001689375616123,27367.11462794498,24518.972037393643,29,povraćanje
2.481762151388889,0.1732390658143473,2.1977065,2.7660635,1.0000914006194157,35529.6013949896,26703.84707709196,30,karizma
2.083577964722222,0.17765622132149475,1.7998275000000001,2.3814505,1.0001270960376671,30922.04134006634,26260.846465359493,31,kalvarija
2.2431141641666668,0.17638040755594295,1.9556,2.5396425,1.0003803316473039,30609.076155972492,24610.59960146333,32,milja
3.284926466111111,0.19990801658827678,2.945509,3.601232,1.000438104052239,23393.105088934964,23480.10557329995,33,okolina
