string,string_id,image_mean,image_median,image_latent_mean,subfreq_mean,subfreq_median,subfreq_latent_mean
planiranje,38,-0.007253285079517724,-0.056426612614760785,0.15905939805827174,0.6966250113209012,0.6963455347561704,0.294325323235173
intervju,39,0.8927467149204822,0.9435733873852392,0.05980010274577152,-0.004450257496303234,-0.30365446524382955,0.03853002625600599
pročelje,40,-0.2072532850795179,-0.056426612614760785,0.07953688847493856,-0.9044502574963031,-1.3036544652438296,-0.4316057431189937
produženje,41,-1.140586618412851,-1.0564266126147608,-0.2414320034000621,-0.004450257496303234,-0.30365446524382955,0.16192926167267307
postavljanje,42,-0.5405866184128509,-0.5564266126147608,-0.01027087600422849,0.06221640917036364,-0.30365446524382955,0.12392044156850623
suosjećanje,43,0.29274671492048254,0.9435733873852392,0.14754119962077183,0.46221640917036355,0.6963455347561704,0.36967364802683944
okretaj,44,-0.2072532850795179,-0.056426612614760785,0.07883605878743838,-0.43778359082963636,-0.30365446524382955,-0.1252454288481606
dječak,45,1.1260800482538156,0.9435733873852392,-0.11474215329589477,0.9288830758370303,0.6963455347561704,0.5824274501101727
silovanje,46,0.4594133815871486,0.9435733873852392,0.2523752439957718,-0.6582136983565183,-0.30365446524382955,-0.26630910780649364
dogma,47,-0.9405866184128513,-1.0564266126147608,-0.24237740704589505,-1.2711169241629698,-1.3036544652438296,-0.7099225477023272
odvjetništvo,48,-0.40725328507951764,-0.056426612614760785,0.022746737120771687,-0.6461169241629698,-1.3036544652438296,-0.290390169889827
korektor,49,0.9260800482538154,0.9435733873852392,-0.061756325066728124,0.32263307583703016,0.6963455347561704,0.22403218011017278
zadovoljština,50,-2.073919951746184,-2.556426612614761,-0.8247510049625615,-1.204450257496303,-1.3036544652438296,-0.5896768944731603
vlas,51,1.026080048253816,0.9435733873852392,-0.08007582892089449,0.24501210809509466,-0.30365446524382955,0.25206546833933974
teškoća,52,-0.3405866184128512,-1.0564266126147608,0.09276329274577177,0.03922790342323701,-0.30365446524382955,0.0911891647976728
sloga,53,-0.6739199517461842,-1.0564266126147608,-0.056884271004228104,-0.6377835908296365,-0.30365446524382955,-0.27360210947316066
dopisnik,54,-0.9405866184128513,-1.0564266126147608,-0.1258587127750621,-1.0377835908296364,-1.3036544652438296,-0.5175293544731603
izvedenica,55,-1.6072532850795178,-2.056426612614761,-0.5555099504833949,-1.0377835908296364,-1.3036544652438296,-0.5172030437439936
neistomišljenik,56,-1.0072532850795177,-2.056426612614761,-0.2525318957958951,-0.5377835908296364,-0.30365446524382955,-0.2951540160356605
prijava,57,0.22608004825381522,0.4435733873852392,0.17417380378743852,0.02888307583702998,0.19634553475617045,-0.015783585202326922
proza,58,0.32608004825381576,0.9435733873852392,0.12240845389160482,-0.6044502574963033,-1.3036544652438296,-0.1955639456189937
šampon,59,1.026080048253816,0.9435733873852392,-0.07938009996256179,0.9788830758370302,0.6963455347561704,0.8026014569851725
