mu_mean,mu_sd,mu_q5,mu_q95,mu_rhat,mu_ess_bulk,mu_ess_tail,string_id,string
2.802351530277778,0.26367957029190153,2.37232,3.2394629999999998,1.0001468226356067,33906.56789324303,26778.55701442266,1,ribnjak
2.7209405747222224,0.21562046409863245,2.3655574999999995,3.071655,1.0003105917425106,37135.30014701238,26648.91471975026,2,dostupnost
2.9101531888888887,0.2632008091208665,2.4758085000000003,3.3443625,1.0000822367011748,32140.373221675705,27060.635646483664,3,deformacija
2.4574960358333335,0.20093056287484481,2.1237445,2.7888710000000003,1.0001846548357896,39442.88997653906,26637.016937971872,4,antioksidans
3.063635909722222,0.276658553943609,2.60587,3.5177469999999995,1.0004795083209255,26415.755220800263,25364.2508229634,5,zapis
2.7790860461111113,0.2597076099850073,2.3523865,3.206711,1.0002339158360136,34669.651097666465,27269.24241364255,6,kvadrat
2.294234931111111,0.21456487398388763,1.9425985000000001,2.650761,1.0001537180656597,39927.336419076266,25471.969628793762,7,presedan
2.509275867777778,0.2156219873712074,2.15582,2.863601,1.0002630239589718,39867.2497111081,26409.44732387232,8,zapremnina
2.906867241388889,0.2157268223702679,2.5436875,3.2537934999999996,1.0002373662659803,31314.644977962267,25692.3057610216,9,prerada
2.8060853872222222,0.26515992198960653,2.377026,3.2427309999999996,1.0001485699835573,32662.14417681101,24948.684219039034,10,general
2.783872232222222,0.26137085402904237,2.3558145,3.21789,1.000061999841826,35198.433469606665,26728.179871433957,11,vlas
2.384726859166667,0.19207270081142042,2.0703289999999996,2.7027815000000004,1.0000846256812352,36878.406345555304,25361.416064706584,12,pristojba
2.6421788088888887,0.20192105364846538,2.3067265,2.9727129999999997,1.0002306307336069,39546.31614927596,25270.549522540856,13,osnova
2.877202790277778,0.27087572163658113,2.4351784999999997,3.3242914999999997,1.0004794212875554,29115.391231016303,24222.267445663347,14,porta
2.7199511913888887,0.22144007008584368,2.3490475,3.0787514999999996,1.0001416278730584,40375.08631520704,27610.464575691418,15,ekstrem
2.8668748147222223,0.2413483087435447,2.4630249999999996,3.2583109999999995,1.00008473339893,32604.56165034165,27138.02831648226,16,domoljublje
2.3001533772222222,0.20065838361667995,1.9714165000000001,2.6303734999999997,1.0002322907832488,37434.51354294894,26293.484812568247,17,pandemija
2.5731860725,0.19520061799452892,2.248968,2.891091,1.000354049954994,38726.959813904934,26937.007324665865,18,glavnica
2.745328111388889,0.25892481992545563,2.3211905,3.1748364999999996,1.0001364886546151,37619.96517410112,26259.711013168486,19,odijelo
3.0747663758333332,0.266870449945272,2.633339,3.5107539999999995,1.0001882140287137,25995.036045978486,26742.628923008753,20,alkoholizam
3.061920876111111,0.20320015941565775,2.7202895,3.3878159999999995,1.0003150975222648,31845.44626219311,26292.489318040916,21,pakt
2.8765543344444446,0.27067515889142296,2.4357385,3.3261114999999997,1.000136368589998,30594.299378376927,25748.895740658598,22,letenje
2.8266447013888887,0.26522917392724793,2.3919585000000003,3.266908999999999,1.000166495859114,34654.16884690622,27166.576912086563,23,bronca
2.9375316725,0.2611747792452782,2.5035584999999996,3.3640719999999997,1.0001634071544405,31697.870878266425,26337.160018309234,24,dokaz
2.908077803611111,0.25525203933521035,2.4831985000000003,3.3266609999999996,1.000398316052484,34275.55407449791,27708.53286572751,25,stereo
2.750193811388889,0.26051107698250087,2.323424,3.1783929999999994,1.000166069798919,35713.58087731212,25160.187332451453,26,kockica
2.97621247,0.2706507310608387,2.5301374999999995,3.423145,1.0000334028997615,29686.914839449317,25672.431316991104,27,odraz
2.8045953469444442,0.2646860589899166,2.3741545,3.24542,1.0002958728949336,36031.58665039209,25616.402628931675,28,mikser
2.825568410833333,0.2646816945948177,2.3917855,3.258717,1.0002731046605,32131.300238730288,25459.903748049182,29,povraćanje
2.748144610833333,0.19135717772664285,2.4266780000000003,3.055824,1.0000461026210556,35282.84414397454,25803.814768390726,30,karizma
2.5465871680555554,0.22558415673283738,2.1715175,2.91504,1.0002993017460702,42623.57988034098,26195.914561669535,31,kalvarija
2.8870499258333333,0.21200573735329878,2.5309579999999996,3.2271905,1.0001283985236171,35123.890991972905,25804.518179166233,32,milja
3.1534362963888887,0.27325369272304467,2.699317,3.596621499999999,1.0002127236199472,22089.41455878606,24945.069201891536,33,okolina
2.7508820036111112,0.22826070598285414,2.3719179999999995,3.1230949999999993,1.00007689069969,37769.188708104375,26150.4440897413,34,postojanje
2.8439218802777777,0.26721875177159643,2.4043645,3.2835005,1.000042450963907,34605.13957565351,26688.98852613181,35,buđenje
2.9840268841666666,0.2363031818971582,2.5881965,3.3684234999999996,1.00008766156634,30323.07674201673,25459.171606945492,36,omalovažavanje
2.8704059058333335,0.25578828155377736,2.44793,3.28984,1.000135020182481,29889.88833899124,25389.73000514502,37,negativac
2.9338076027777777,0.25152537289711235,2.5191454999999996,3.345382,1.0002175711513859,31018.125980563156,25677.352148663977,38,trk
2.766200019722222,0.20303171137144976,2.428229,3.0957339999999998,1.0003445355900287,36548.399411707505,26949.018711914476,39,socijalizam
2.7294504441666665,0.2580192857978106,2.30532,3.1555414999999996,1.0005072943214313,36612.155099496405,26958.384826922917,40,klavir
2.890427486666667,0.2026959879036354,2.5512585000000003,3.2170329999999994,1.0001979298855694,33343.13538648269,25829.16813151391,41,prijavljivanje
2.7469583583333335,0.2561084795161058,2.3293995,3.1702374999999994,1.000170686913214,38287.26395379151,26406.043771260673,42,štala
3.1702819125,0.235698718771046,2.7703665000000006,3.5460954999999994,1.000439561309722,25537.588725161873,23893.533712000506,43,patrola
2.988549785,0.2864250380976469,2.5292,3.4687359999999994,1.000185872106674,25249.84696344076,21944.012314207517,44,šivanje
2.741987075,0.16915587662435908,2.4616865,3.0175009999999998,1.0002663902261006,33098.15642738222,26444.11479671777,45,sekcija
2.8569565580555554,0.2682574262347922,2.4205854999999996,3.3005225,1.0000134497172866,26824.584724111064,24105.924715413366,46,valjak
3.0805948625,0.2954053054658603,2.6036085,3.5742149999999993,1.0003019579996137,23953.270152845875,20806.42914055845,47,padalina
3.0190988283333335,0.23939799687322677,2.615999,3.4017869999999997,1.000068480141094,31939.5804756273,27116.589051948824,48,planiranje
2.9243942352777776,0.2203156577334483,2.555287,3.2788854999999995,1.0000238649965363,33119.0217133554,25715.322225086886,49,neven
2.914289103333333,0.2754658402953998,2.467932,3.3703749999999983,1.0003653636320726,30416.127697101743,25872.402299402434,50,mrvica
3.1673639827777778,0.23838663614195932,2.762725,3.5485239999999996,1.0003009804226561,25864.26130786354,24456.88033629587,51,protivnica
2.7817896791666668,0.1883627747426273,2.4676095,3.0857015,1.0000463924480114,34572.863685696146,25337.990842948555,52,editorijal
2.959845663611111,0.2052206772378153,2.6167475,3.289272,1.0001551566080733,33378.84251549947,26017.519175180834,53,štovatelj
2.9722806133333335,0.2665667052012487,2.533385,3.40981,1.0000139255098826,28240.837005603957,26704.069436989554,54,pozadina
3.008336183611111,0.26940498262499346,2.5637594999999997,3.450182,1.0000394625358588,29538.135938749278,26118.137367176398,55,mentor
3.190864866388889,0.25978340038923,2.7534924999999997,3.6062315,1.0002463554026628,23031.615561551404,25825.93938286017,56,taliban
2.7073646925,0.2287127159122344,2.3277284999999996,3.081290999999999,1.0004025589745227,37480.90070569351,26795.348253320662,57,dušik
2.925712507777778,0.19715733898859636,2.595495,3.2419505,1.0002216585615717,31180.671110477775,25865.799668306594,58,pravljenje
2.888708583888889,0.21457242412655106,2.529907,3.2350815,1.000216670242507,33105.62164046182,25220.178805722826,59,prijenos
3.0776435983333332,0.2690380907965126,2.6298075,3.5156,1.0002855329456244,26782.96413532559,26072.29430591428,60,zamolba
3.0291661983333333,0.2884182527927805,2.5633675,3.5121024999999997,1.0004023484987576,24932.86678497963,22312.292977776844,61,disk
2.970200748888889,0.22863307676379152,2.5843905,3.3370834999999994,1.0000416832824206,30099.142608773836,25779.746356816533,62,uspjeh
2.8906702113888887,0.24212787416666953,2.4858054999999997,3.2865925,1.0001249889981327,33196.14325851513,26966.66693916861,63,prošlost
2.8378266144444444,0.23774245646285752,2.4418480000000002,3.2267089999999983,1.0000134006373305,35502.326590038625,26580.33841450242,64,sloboda
3.0346342861111113,0.2288908341713493,2.6503565,3.4024914999999996,1.000276918502349,28405.732505872154,25950.024706748074,65,sedamdesete
3.0058394444444443,0.24583488133857084,2.5921184999999998,3.4005664999999996,1.000024284497803,29335.165508353602,24864.09889427077,66,pravopis
3.018918186111111,0.22480229197624538,2.6406095,3.3782534999999996,1.0004032824983988,31737.37635133893,26858.205601152597,67,uradak
2.8043117466666665,0.2648318163865901,2.3685775,3.234877499999999,1.000599989440893,33933.37207033685,25499.991945339243,68,stabljika
2.8505052111111113,0.26515271055612205,2.4158965,3.2906859999999996,1.0004507392680568,27370.340849415934,23216.20942814941,69,ženidba
2.9946936877777777,0.20511026679865507,2.6483265000000005,3.3236505000000003,1.0002397821529403,29761.351512899124,25850.410410082965,70,pregovor
2.8076810352777777,0.26409289214246584,2.3764795000000003,3.2432415,1.000152919195821,34336.10687822666,26561.328686482455,71,gnijezdo
3.0055376177777777,0.24228105804203162,2.6007485000000004,3.396451,1.0000257718125998,31833.502465670543,26706.58740465209,72,pripovijest
2.8879923922222224,0.268129941613254,2.4497389999999997,3.33123,1.0003024438576429,32348.430886535658,25891.461912533225,73,krvarenje
2.9808217786111113,0.19426166633958955,2.6561115,3.292393,1.0000961953083276,31633.08748201421,25156.290367512025,74,fobija
2.7806947858333335,0.26118609932946235,2.351255,3.212631,1.0004307739235578,37628.44868019109,27070.886947623017,75,novčić
2.6041081130555557,0.18967073704755155,2.2907395,2.9152015,1.000220868899655,37581.59953540196,25945.751385283,76,rejting
2.7457431227777778,0.19024861044748165,2.429697,3.0523134999999995,1.0001828636078622,35450.20908053042,26201.728861913267,77,potrošnja
2.965497516388889,0.2609234433038691,2.5314579999999998,3.3924749999999997,1.000239380957602,31333.644688509183,27234.903682300228,78,lončar
2.781603445277778,0.1756609022312398,2.4905395,3.0657005,1.00012997976065,30367.060485423743,25845.26383981212,79,mirenje
3.109442612777778,0.2052970462905355,2.7586705,3.4356935,1.0002478868483913,29119.387764317675,26230.136070264205,80,poslodavac
2.1610003936111113,0.19410693317062716,1.8473564999999998,2.485352,0.9999449179687525,38194.80640993497,26035.863742871807,81,normalizacija
2.4883048277777777,0.19405553538989723,2.168118,2.80716,1.0001354933277848,42370.95615687251,26717.193266495753,82,poznavanje
2.593813618888889,0.20492110149820605,2.2532884999999996,2.9251405,1.00005817581346,39828.89288499306,24529.238314684324,83,neodgovornost
